YEAR,MONTH,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION
1902,8,14.82,-61.17,MOUNT PELEE,MARTINIQUE (FRENCH TERRITORY),Definite Tsunami,,,,,Many (~101 to 1000 people)
1906,8,33.9,-117,S. CALIFORNIA,USA,Questionable Tsunami,,,,,
1872,11,44.183,-68.917,"PENOBSCOT BAY, MAINE",USA,Questionable Tsunami,,,,,
1902,5,14.82,-61.17,MOUNT PELEE,MARTINIQUE (FRENCH TERRITORY),Questionable Tsunami,,,,,Very Many (~1001 or more people)
1917,1,-0.25,104.5,LINGA ARCHIPELAGO,INDONESIA,Very Doubtful Tsunami,,,1.5,,
1899,8,-33,-71.5,CENTRAL CHILE,CHILE,Very Doubtful Tsunami,,,,Severe (~>$5 to $24 million),
1884,2,-6.102,105.423,KRAKATAU,INDONESIA,Questionable Tsunami,,,0,,
1884,11,40,-122,N. CALIFORNIA,USA,Very Doubtful Tsunami,,,-3,,
1877,4,35,-120,N. TO S. CALIFORNIA,USA,Very Doubtful Tsunami,,,2,,
1917,3,-3.7,116.6,JAVA SEA,INDONESIA,Questionable Tsunami,,,1,Moderate (~$1 to $5 million),
1878,2,-20.2,-70.1,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,,,,,
1906,11,-13.612,-172.525,MATAVANU VOLCANO,SAMOA,Questionable Tsunami,,,,,
1870,8,-33.8,151.3,SYDNEY HARBOR,AUSTRALIA,Very Doubtful Tsunami,,,-1,,
1907,6,-13.612,-172.525,MATAVANU VOLCANO,SAMOA,Questionable Tsunami,,,,,
1907,10,-13.612,-172.525,MATAVANU VOLCANO,SAMOA,Definite Tsunami,,,,Severe (~>$5 to $24 million),
1904,2,1.5,120.8,CELEBES SEA,INDONESIA,Questionable Tsunami,,,0.5,,
1907,7,-13.612,-172.525,MATAVANU VOLCANO,SAMOA,Questionable Tsunami,,,,,
1917,8,-3.6,128.7,BANDA SEA,INDONESIA,Questionable Tsunami,,,0.5,,
1905,8,-13.612,-172.525,MATAVANU VOLCANO,SAMOA,Questionable Tsunami,,,0.5,Severe (~>$5 to $24 million),
1893,8,-17.75,168.3,"PORT VILA, EFATE ISLAND",VANUATU,Questionable Tsunami,,,0,,
1879,8,-33,-71.6,CENTRAL CHILE,CHILE,Questionable Tsunami,,,1.5,,
1892,6,3.67,125.5,"AWU VOLCANO, SANGIHE ISLAND",INDONESIA,Definite Tsunami,,,1,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1917,1,1.57,122.72,CELEBES SEA,INDONESIA,Very Doubtful Tsunami,,,2,,
1869,7,20,-155,"OFF N COAST OF OAHU, HAWAII",USA,Probable Tsunami,,,3,Moderate (~$1 to $5 million),
1889,8,-6.05,105.92,JAVA-S. JAVA,INDONESIA,Questionable Tsunami,,,1,,
1869,8,-33.8,151.3,SYDNEY HARBOR,AUSTRALIA,Very Doubtful Tsunami,,,-1,,
1919,10,19.23,-155.9,"ALIKA, HAWAII",USA,Definite Tsunami,,,2,Limited (<$1 million),
1904,7,-3.6,128.7,BANDA SEA,INDONESIA,Very Doubtful Tsunami,,,1,Limited (<$1 million),
1907,6,-13.612,-172.525,MATAVANU VOLCANO,SAMOA,Questionable Tsunami,,,,,
1883,5,-2.25,106,BANKA ISLAND,INDONESIA,Very Doubtful Tsunami,,,0,,
1907,6,-13.612,-172.525,MATAVANU VOLCANO,SAMOA,Questionable Tsunami,,,,,
1870,6,32.2,29.6,ALEXANDRIA,EGYPT,Probable Tsunami,,,,,
1885,8,1.1,124.3,SULAWESI ISLAND,INDONESIA,Probable Tsunami,,,0,,
1897,9,-41.3,174.8,WELLINGTON,NEW ZEALAND,Very Doubtful Tsunami,,,,,
1911,9,60.5,-149,"PRINCE WILLIAM SOUND, AK",USA,Very Doubtful Tsunami,6.9,60,0.5,Limited (<$1 million),
1907,7,-21.38,-175.65,TONGA ISLANDS,TONGA,Questionable Tsunami,,,0.5,,
1882,12,24.5,120.5,SOUTH CHINA SEA,TAIWAN,Event that only caused a seiche or disturbance in an inland river,6.2,,,Limited (<$1 million),Few (~1 to 50 people)
1892,8,-15.25,166.83,ESPIRITU SANTO ISLAND,VANUATU,Questionable Tsunami,,,1.5,,
1875,,-6,147,BISMARCK SEA,PAPUA NEW GUINEA,Questionable Tsunami,7,,,,
1891,5,5.4,96,"SIGLI, ACEH, SUMATRA",INDONESIA,Very Doubtful Tsunami,,,,,
1887,5,5.4,96,"SIGLI, ACEH, SUMATRA",INDONESIA,Very Doubtful Tsunami,,,,,
1919,11,-2.55,140.75,NW. IRIAN JAYA,INDONESIA,Very Doubtful Tsunami,,,,Limited (<$1 million),
1871,8,-13,-77,S. PERU,PERU,Questionable Tsunami,7,,1,,
1879,8,34.227,-118.433,S. CALIFORNIA,USA,Questionable Tsunami,,,,,
1907,9,59.5,-135.5,"SKAGWAY, AK",USA,Probable Tsunami,5.5,33,0,Limited (<$1 million),
1898,12,37.75,21,IONIAN ISLANDS,GREECE,Questionable Tsunami,,,3,Limited (<$1 million),
1872,1,-16.4,-71.5,S. PERU,PERU,Very Doubtful Tsunami,6.5,,0,,
1910,2,-4.25,152.25,MATUPI HARBOR,PAPUA NEW GUINEA,Very Doubtful Tsunami,6,,0,,
1922,1,-7.111,143.53,BISMARCK SEA,PAPUA NEW GUINEA,Probable Tsunami,6.9,33,,Limited (<$1 million),
1901,3,36,-120.5,"MONTEREY BAY, N. CALIFORNIA",USA,Probable Tsunami,6.7,,,,
1891,11,48,-123.5,WASHINGTON,USA,Probable Tsunami,,,,,
1871,2,20.7,-157,HAWAII,USA,Very Doubtful Tsunami,7,,,Moderate (~$1 to $5 million),
1897,3,-6.8,120.8,FLORES SEA,INDONESIA,Questionable Tsunami,5.5,15,1,,
1881,7,-16,179,FIJI ISLANDS,FIJI,Questionable Tsunami,,,1,,
1906,2,1,-81,COLOMBIA-ECUADOR,ECUADOR,Definite Tsunami,,,0.5,,
1880,11,36.7,137.3,"TOYAMA PREF., JAPAN",JAPAN,Very Doubtful Tsunami,,,1,,
1878,2,-19,168.5,TANNA ISLAND,VANUATU,Probable Tsunami,8,,1.5,,
1871,3,-35,-72.5,CENTRAL CHILE,CHILE,Questionable Tsunami,7.5,,0.5,Severe (~>$5 to $24 million),
1906,5,-18.5,-70.3,NORTHERN CHILE,CHILE,Questionable Tsunami,,33,,,
1873,,-5.5,146,MACLAY COAST,PAPUA NEW GUINEA,Probable Tsunami,8,,2,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1885,7,0,99.5,"AJERBANGIS, SUMATRA",INDONESIA,Questionable Tsunami,6.8,,0,,
1882,1,8.567,81.233,SRI LANKA,SRI LANKA,Probable Tsunami,,,,,
1922,1,-16.5,-73,S. PERU,PERU,Questionable Tsunami,7.2,33,,,
1920,1,0.87,122.92,N. MOLUCCAS ISLANDS,INDONESIA,Very Doubtful Tsunami,,,1,,
1919,1,8,126,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,Very Doubtful Tsunami,7.4,33,,,
1915,8,38.5,20.7,IONIAN SEA,GREECE,Probable Tsunami,6.7,14,3,Severe (~>$5 to $24 million),
1914,2,-17,-72,S. PERU,PERU,Very Doubtful Tsunami,7.2,130,,,
1910,12,4,127,SULAWESI,INDONESIA,Questionable Tsunami,6.7,,-1,Limited (<$1 million),
1901,6,39,143,"IWATE, JAPAN",JAPAN,Definite Tsunami,6,33,,,
1898,7,-36.83,-73.03,CENTRAL CHILE,CHILE,Very Doubtful Tsunami,6.5,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1892,11,-3,127.75,SERAM ISLAND,INDONESIA,Probable Tsunami,7,70,-1,,
1891,10,-9,124,TIMOR SEA,INDONESIA,Probable Tsunami,7,,0.5,,
1881,10,43.3,147.3,HOKKAIDO ISLAND,JAPAN,Questionable Tsunami,7,,1.5,,
1886,1,5.6,95.3,BANDA ACEH,INDONESIA,Very Doubtful Tsunami,,,,,
1877,6,-19.6,-70.2,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,,,,,
1915,11,-1,136,NW. IRIAN JAYA,INDONESIA,Questionable Tsunami,6,,0,,
1910,12,9,125.5,SULU SEA,PHILIPPINES,Very Doubtful Tsunami,6.2,60,1,Limited (<$1 million),
1903,9,-20.2,-70.15,NORTHERN CHILE,CHILE,Questionable Tsunami,,,,,
1899,11,32.7,132.3,SEIKAIDO,JAPAN,Definite Tsunami,6.9,,-2,,
1897,6,16,-95,S. MEXICO,MEXICO,Questionable Tsunami,7,,,Moderate (~$1 to $5 million),
1878,4,-20.2,-70.1,NORTHERN CHILE,CHILE,Questionable Tsunami,,,0.5,,
1874,3,18.1,-65.1,VIRGIN ISLANDS,USA TERRITORY,Questionable Tsunami,,,,,
1915,11,18,119.5,W. LUZON ISLAND,PHILIPPINES,Probable Tsunami,6.4,33,0.5,Limited (<$1 million),
1889,9,1,126.25,N. MOLUCCAS ISLANDS,INDONESIA,Definite Tsunami,8,70,2.5,Moderate (~$1 to $5 million),
1878,2,-36.8,-73,CENTRAL CHILE,CHILE,Questionable Tsunami,,,0,,
1871,8,-33.1,-71.7,CENTRAL CHILE,CHILE,Questionable Tsunami,,,0.5,,
1922,4,-1,100.35,SW. SUMATRA,INDONESIA,Very Doubtful Tsunami,,,0,,
1922,2,-3.3,128.9,BANDA SEA,INDONESIA,Very Doubtful Tsunami,,,0.5,,
1920,8,-38,-73.5,CENTRAL CHILE,CHILE,Probable Tsunami,7,15,1,Moderate (~$1 to $5 million),
1918,10,18.5,-67.5,PUERTO RICO,USA TERRITORY,Probable Tsunami,,,,,
1917,5,23.2,121.6,TAIWAN,TAIWAN,Definite Tsunami,5.8,33,-0.5,,
1917,1,24.47,118.08,SOUTH CHINA SEA,CHINA,Definite Tsunami,6.5,,1,Limited (<$1 million),
1915,5,-3.644,133.695,KAIMANA,INDONESIA,Very Doubtful Tsunami,,,0,,
1914,1,-12,-76.6,CENTRAL PERU,PERU,Questionable Tsunami,,33,1.5,,
1913,10,-7,148,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7,33,,,
1913,7,-16.6,-73.3,S. PERU,PERU,Very Doubtful Tsunami,7,30,,,
1913,2,-41.8,171.5,TASMAN SEA,NEW ZEALAND,Probable Tsunami,6.8,33,0.5,Limited (<$1 million),
1912,10,7,138,CAROLINE ISLANDS,"MICRONESIA, FED. STATES OF",Very Doubtful Tsunami,6.9,33,0,,
1912,6,40.5,142,SANRIKU,JAPAN,Probable Tsunami,6.6,100,0,Limited (<$1 million),
1911,9,-20,-72,NORTHERN CHILE,CHILE,Questionable Tsunami,7.3,,,,
1911,5,-4.25,152.25,"BLANCHE BAY, BISMARCK SEA",PAPUA NEW GUINEA,Questionable Tsunami,,,0,,
1909,3,34.5,141.5,OFF BOSO PENINSULA,JAPAN,Definite Tsunami,6.7,,,Limited (<$1 million),
1908,9,19,-155,HAWAII,USA,Definite Tsunami,6.8,33,0,,
1908,2,61,-146.2,"PRINCE WILLIAM SOUND, AK",USA,Very Doubtful Tsunami,6,,,Limited (<$1 million),
1908,2,-2,100,SW. SUMATRA,INDONESIA,Probable Tsunami,7.5,130,1,,
1907,12,-3.1,142.5,BISMARCK SEA,PAPUA NEW GUINEA,Questionable Tsunami,7.4,33,,Moderate (~$1 to $5 million),
1907,3,3,122,"KARAKELONG, TALAUD ISLANDS",INDONESIA,Very Doubtful Tsunami,7.3,500,2,,
1905,12,11,123.5,W. LUZON ISLAND,PHILIPPINES,Very Doubtful Tsunami,6.5,,0,Limited (<$1 million),
1904,9,-7.7,109,S. JAVA,INDONESIA,Very Doubtful Tsunami,,,0,,
1903,12,-28.5,-71,NORTHERN CHILE,CHILE,Probable Tsunami,6.5,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1903,7,16.7,-99.2,S. MEXICO,MEXICO,Very Doubtful Tsunami,,,,,
1903,3,-3,127.5,BANDA SEA,INDONESIA,Questionable Tsunami,6.5,33,0,,
1900,9,-5,148,RABAUL HARBOR,PAPUA NEW GUINEA,Probable Tsunami,7.1,,1.5,,
1900,9,-4,152,BISMARCK SEA,PAPUA NEW GUINEA,Definite Tsunami,6.8,,,Limited (<$1 million),
1896,10,-3.5,102.5,SW. SUMATRA,INDONESIA,Questionable Tsunami,6.8,,0,Limited (<$1 million),
1896,1,36.5,141,"KASHIMA, JAPAN",JAPAN,Definite Tsunami,7.6,,-2.5,,
1895,5,33,130,W. KYUSHU ISLAND,JAPAN,Very Doubtful Tsunami,,,0.5,,
1893,7,-17.75,168.3,"PORT VILA, EFATE ISLAND",VANUATU,Very Doubtful Tsunami,6,,0,,
1893,6,42.5,145.5,"NEMURO, JAPAN",JAPAN,Definite Tsunami,6.9,,1,,
1893,6,43.3,147.5,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7,,1.5,,
1892,12,37,136.8,SW. HONSHU ISLAND,JAPAN,Definite Tsunami,6.5,,0,,Few (~1 to 50 people)
1892,5,2.5,99.5,NORTHEAST SUMATRA,INDONESIA,Probable Tsunami,,,1,Moderate (~$1 to $5 million),
1891,7,25.5,-103.5,N. MEXICO,MEXICO,Very Doubtful Tsunami,,,1,,
1891,6,-37.4,174.4,NEW ZEALAND,NEW ZEALAND,Questionable Tsunami,,,,,
1889,11,-7,113.5,JAVA,INDONESIA,Questionable Tsunami,6,,1,,
1888,3,5.8,95,BREUEH ISLAND,INDONESIA,Very Doubtful Tsunami,,,,,
1885,12,5.55,95.3,BANDA ACEH,INDONESIA,Very Doubtful Tsunami,,,,,
1885,11,-20.2,-70.1,NORTHERN CHILE,CHILE,Probable Tsunami,,,0.5,,
1885,4,-2.5,127.5,MOLUCCAS ISLANDS,INDONESIA,Probable Tsunami,7.3,,0.5,Limited (<$1 million),
1882,10,-4.5,129.9,BANDA SEA,INDONESIA,Probable Tsunami,7.5,,0.5,,
1882,9,-19.6,-70.2,NORTHERN CHILE,CHILE,Questionable Tsunami,,,,,
1882,2,-33.58,-71.63,CENTRAL CHILE,CHILE,Questionable Tsunami,,,,,
1881,10,-19.6,-70.2,NORTHERN CHILE,CHILE,Questionable Tsunami,,,,,
1881,8,17.97,-76.8,KINGSTON,JAMAICA,Very Doubtful Tsunami,,,,,
1881,7,-20.2,-70.1,NORTHERN CHILE,CHILE,Probable Tsunami,,,1,,
1880,10,57,-136,"SITKA, AK",USA,Probable Tsunami,6.3,,0,,
1880,9,55.8,-155.6,"CHIRIKOF ISLAND, AK",USA,Probable Tsunami,6.3,,,,
1878,8,54,-167,"UNALASKA ISLAND, AK",USA,Very Doubtful Tsunami,,,1.5,,
1878,6,-23.7,-70.4,NORTHERN CHILE,CHILE,Questionable Tsunami,,,0,,
1878,3,-20.2,-70.1,NORTHERN CHILE,CHILE,Questionable Tsunami,,,0,,
1878,2,-4.25,152.25,BISMARCK SEA,PAPUA NEW GUINEA,Probable Tsunami,,,1,,Few (~1 to 50 people)
1878,1,-19,168.5,TANNA ISLAND,VANUATU,Probable Tsunami,7.5,,3,Limited (<$1 million),
1877,10,-24,-71,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,,,0.5,,
1877,8,-20.2,-70.1,NORTHERN CHILE,CHILE,Probable Tsunami,,,0.5,,
1877,5,-21.2,-70.1,NORTHERN CHILE,CHILE,Questionable Tsunami,,,,,
1877,5,-12.07,-77.15,CENTRAL PERU,PERU,Questionable Tsunami,,,1,,
1876,5,-3,127.25,CERAM SEA,INDONESIA,Probable Tsunami,6.8,50,-1,Limited (<$1 million),
1875,5,-18.5,168,VANUATU ISLANDS,VANUATU,Questionable Tsunami,7,,0.5,,
1875,2,20,-105,S. MEXICO,MEXICO,Very Doubtful Tsunami,,,,,
1873,11,42,-124,N. CALIFORNIA,USA,Probable Tsunami,6.7,,,,
1873,11,-23.6,-70.4,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,,,2,,
1872,8,52.2,-168.5,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,,,0,,
1872,1,16,119,PHILIPPINES,PHILIPPINES,Probable Tsunami,6,,1.5,Limited (<$1 million),
1871,12,-41.5,-73,SOUTHERN CHILE,CHILE,Questionable Tsunami,,,0.5,,
1871,8,0.5,123,N. MOLUCCAS ISLANDS,INDONESIA,Very Doubtful Tsunami,,,0,,
1871,2,-13.65,-76.4,S. PERU,PERU,Questionable Tsunami,,,1,,
1869,8,-30,-71.4,CENTRAL CHILE,CHILE,Probable Tsunami,,,1.5,,
1922,3,9,123.25,SULU SEA,PHILIPPINES,Questionable Tsunami,6,33,0.5,Moderate (~$1 to $5 million),
1922,2,10.2,124.1,CEBU ISLAND,PHILIPPINES,Questionable Tsunami,6.3,,0,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1921,11,8,127,PHILIPPINE TRENCH,PHILIPPINES,Probable Tsunami,7.5,,1,Limited (<$1 million),
1921,9,-11,111,JAVA,INDONESIA,Definite Tsunami,7.5,,-2,,
1921,5,0.7,117.9,MAKASSAR STRAIT,INDONESIA,Questionable Tsunami,6.2,,0.5,Moderate (~$1 to $5 million),
1920,9,-19.919,168.53,VANUATU ISLANDS,VANUATU,Probable Tsunami,7.8,35,,Limited (<$1 million),
1920,2,-6.5,150,SOLOMON SEA,PAPUA NEW GUINEA,Very Doubtful Tsunami,7.7,,,Limited (<$1 million),
1919,5,-4.806,153.859,SOLOMON SEA,PAPUA NEW GUINEA,Probable Tsunami,8.2,35,1,Limited (<$1 million),
1919,4,-18.352,-172.515,TONGA ISLANDS,TONGA,Definite Tsunami,8.1,25,1.5,,
1919,1,-19.6,-176.6,TONGA ISLANDS,TONGA,Very Doubtful Tsunami,8.3,180,,,
1918,12,-26,-71,NORTHERN CHILE,CHILE,Definite Tsunami,7.8,33,2.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1918,11,44.5,151.5,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.8,33,2,,
1918,5,-28.5,-71.5,NORTHERN CHILE,CHILE,Questionable Tsunami,7.9,80,,,
1918,2,23.5,117.2,GUANGDONG PROVINCE,CHINA,Definite Tsunami,7.5,33,-1,Extreme (~$25 million or more),Very Many (~1001 or more people)
1917,11,-29,-177.5,KERMADEC ISLANDS,NEW ZEALAND,Questionable Tsunami,7.5,60,1,,
1917,7,-3.705,141.729,BISMARCK SEA,PAPUA NEW GUINEA,Questionable Tsunami,7.5,,1,,
1917,5,-29.2,-177,KERMADEC ISLANDS,NEW ZEALAND,Definite Tsunami,8,60,3,,
1917,1,6,125,CELEBES SEA,PHILIPPINES,Probable Tsunami,6.4,33,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1917,1,56.5,163,KAMCHATKA,RUSSIA,Questionable Tsunami,7.8,40,,,
1917,1,-7,116,BALI SEA,INDONESIA,Probable Tsunami,6.6,33,,Moderate (~$1 to $5 million),Very Many (~1001 or more people)
1916,4,9.6,-82,BOCAS DEL TORO,PANAMA,Definite Tsunami,7,25,,Limited (<$1 million),
1916,1,-4.739,152.548,BISMARCK SEA,PAPUA NEW GUINEA,Probable Tsunami,7.9,35,2,Limited (<$1 million),
1915,11,38.3,142.9,SANRIKU,JAPAN,Definite Tsunami,7.8,60,0.5,Limited (<$1 million),
1915,9,14,-89,EL SALVADOR,EL SALVADOR,Very Doubtful Tsunami,7.9,80,0.5,,
1914,11,38.8,20.6,IONIAN SEA,GREECE,Very Doubtful Tsunami,6.3,30,4,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1914,6,-3.924,101.82,INDONESIA,INDONESIA,Questionable Tsunami,7.6,35,,Limited (<$1 million),Few (~1 to 50 people)
1914,1,31.58,130.67,SEIKAIDO,JAPAN,Definite Tsunami,7.1,33,-1,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1913,8,-17,-74,S. PERU,PERU,Questionable Tsunami,7.9,33,,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1911,7,9,126,PHILIPPINE TRENCH,PHILIPPINES,Very Doubtful Tsunami,7.8,50,,Severe (~>$5 to $24 million),
1911,6,28,130,RYUKYU ISLANDS,JAPAN,Definite Tsunami,8,160,1.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1909,12,12.5,145,"GUAM, MARIANA ISLANDS",USA TERRITORY,Definite Tsunami,8,100,,Moderate (~$1 to $5 million),
1909,8,35.4,136.3,"ANEGAWA, JAPAN",JAPAN,Definite Tsunami,6.9,33,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1909,7,16.8,-99.8,S. MEXICO,MEXICO,Questionable Tsunami,7.4,,,,
1909,6,-26.5,-70.5,NORTHERN CHILE,CHILE,Event that only caused a seiche or disturbance in an inland river,7.6,,,,
1909,6,-2,101,SUMATRA,INDONESIA,Questionable Tsunami,7.6,40,1,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1909,3,34.5,141.5,OFF BOSO PENINSULA,JAPAN,Definite Tsunami,7.5,80,,Limited (<$1 million),
1908,12,-14,-78,S. PERU,PERU,Very Doubtful Tsunami,,,,,
1907,4,17,-100,S. MEXICO,MEXICO,Probable Tsunami,8.1,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1907,1,18,-76.8,JAMAICA,JAMAICA,Definite Tsunami,6.5,,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1906,12,-18,-71,S. PERU,PERU,Questionable Tsunami,7.9,33,,,
1906,10,-4,149,BISMARCK SEA,PAPUA NEW GUINEA,Probable Tsunami,7.2,,1.5,Limited (<$1 million),
1906,9,-7,149,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,8,33,1.5,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1906,8,-33,-72,CENTRAL CHILE,CHILE,Probable Tsunami,8.2,25,2,Extreme (~$25 million or more),Very Many (~1001 or more people)
1906,4,37.7,-122.5,N. CALIFORNIA,USA,Definite Tsunami,7.9,33,-4,,
1905,4,33,76,"KANGRA, INDIA",INDIA,Event that only caused a seiche or disturbance in an inland river,7.8,25,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1904,8,-40.4,176.4,CAPE TURNAGAIN,NEW ZEALAND,Very Doubtful Tsunami,7.2,33,,,
1904,6,52,159,"KAMCHATKA PENINSULA, RUSSIA",RUSSIA,Probable Tsunami,8.1,,,,
1904,6,52,159,"KAMCHATKA PENINSULA, RUSSIA",RUSSIA,Definite Tsunami,8.3,30,2,,
1904,1,7,-79,OFF THE COAST PANAMA-COLOMBIA,COLOMBIA,Very Doubtful Tsunami,7.9,33,,,
1902,8,7.5,123.5,"ILLANA BAY, CELEBES SEA",PHILIPPINES,Very Doubtful Tsunami,7.3,,2,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1902,7,40.75,23.25,AEGEAN SEA,GREECE,Probable Tsunami,6.6,,2,,
1901,12,51.45,-171.02,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Very Doubtful Tsunami,7.1,25,,,
1901,9,14,121.6,E. LUZON ISLAND,PHILIPPINES,Questionable Tsunami,7,,0,Moderate (~$1 to $5 million),
1901,8,40.5,142.5,OFF NORTHEAST COAST HONSHU,JAPAN,Definite Tsunami,6.3,33,,,
1901,8,40.6,142.3,OFF NORTHEAST COAST HONSHU,JAPAN,Definite Tsunami,7.4,33,-1,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1901,8,40.5,142.5,OFF NORTHEAST COAST HONSHU,JAPAN,Definite Tsunami,7.2,33,-0.5,Moderate (~$1 to $5 million),
1901,6,28,130.3,RYUKYU ISLANDS,JAPAN,Definite Tsunami,7.5,33,-1.5,Limited (<$1 million),
1900,10,11,-66,MANCUTO,VENEZUELA,Probable Tsunami,8.4,25,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1899,12,33.8,-118.5,S. CALIFORNIA,USA,Very Doubtful Tsunami,6.4,,0.5,,
1899,11,31.9,132,SEIKAIDO,JAPAN,Definite Tsunami,7.1,,-1,Limited (<$1 million),
1899,9,60,-140,"YAKUTAT BAY, AK",USA,Definite Tsunami,8.2,25,3,Severe (~>$5 to $24 million),
1899,9,60,-142,"CAPE YAKATAGA, AK",USA,Definite Tsunami,8.2,,0,Limited (<$1 million),
1899,1,37.2,21.6,IONIAN SEA,GREECE,Questionable Tsunami,6.6,,3,,
1898,4,38.6,142,HONSHU ISLAND,JAPAN,Definite Tsunami,7.2,,-3,Severe (~>$5 to $24 million),
1898,3,38.2,-122.4,"OAKLAND, N. CALIFORNIA",USA,Very Doubtful Tsunami,6.2,,2,,
1897,8,38,143.7,SANRIKU,JAPAN,Definite Tsunami,7.7,,1,Limited (<$1 million),
1897,2,38.1,141.9,SANRIKU,JAPAN,Definite Tsunami,7.4,33,,Moderate (~$1 to $5 million),
1894,10,38.9,139.8,"YAMAGATA, JAPAN",JAPAN,Definite Tsunami,7,,-1,,Many (~101 to 1000 people)
1894,7,40.6,28.7,MARMARA SEA,TURKEY,Definite Tsunami,6.7,,3,,
1894,4,38.7,23.1,NORTH EVOIKOS GULF,GREECE,Definite Tsunami,7,,4,,
1894,3,42.5,146,SE. HOKKAIDO ISLAND,JAPAN,Definite Tsunami,7.9,,1.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1893,6,40.2,19.7,ALBANIAN COASTS,ALBANIA,Questionable Tsunami,7.5,,3,Severe (~>$5 to $24 million),
1893,4,37.7,20.9,IONIAN SEA,GREECE,Probable Tsunami,6.4,,,,
1893,2,40.5,25.5,SAMOTHRACE,GREECE,Definite Tsunami,6.5,,3,Moderate (~$1 to $5 million),
1892,5,14,143.3,"GUAM, MARIANA ISLANDS",USA TERRITORY,Definite Tsunami,7.5,,0.5,Moderate (~$1 to $5 million),
1889,5,13.5,121,MINDORO ISLAND,PHILIPPINES,Probable Tsunami,6.8,,-3,Moderate (~$1 to $5 million),
1887,10,38.3,22.8,"PELOPONNESUS, GREECE",GREECE,Questionable Tsunami,6.2,,3,,
1887,9,19.7,-74.4,MOLE SAINT-NICOLAS,HAITI,Definite Tsunami,,,,,
1887,5,31,-109,N. MEXICO,MEXICO,Very Doubtful Tsunami,8,,1,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1887,2,10.7,122.6,PANAY ISLAND,PHILIPPINES,Very Doubtful Tsunami,,,,Moderate (~$1 to $5 million),
1886,8,37.1,21.5,IONIAN SEA,GREECE,Probable Tsunami,7.5,,3,,
1884,11,7.5,-79,GULF OF PANAMA,PANAMA,Very Doubtful Tsunami,7.5,,,Moderate (~$1 to $5 million),
1881,12,8.52,92.43,BAY OF BENGAL: W OF CAR NICOBAR IS,INDIA,Probable Tsunami,7.9,,,Severe (~>$5 to $24 million),
1880,8,-31.62,-71.18,CENTRAL CHILE,CHILE,Very Doubtful Tsunami,7.7,,0.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1880,7,16,121.85,E. LUZON ISLAND,PHILIPPINES,Definite Tsunami,7.5,100,0,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1878,1,-19.92,-70.335,NORTHERN CHILE,CHILE,Very Doubtful Tsunami,7.9,40,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1869,8,-19.6,-70.23,NORTHERN CHILE,CHILE,Probable Tsunami,7.5,,1.5,Limited (<$1 million),
1869,12,38.8,20.7,IONIAN SEA,GREECE,Questionable Tsunami,6.9,,3,,
1871,4,9.203,124.673,SULU SEA,PHILIPPINES,Very Doubtful Tsunami,,,2,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1872,3,34.9,132,SW. HONSHU ISLAND,JAPAN,Definite Tsunami,7.4,33,1,Limited (<$1 million),Many (~101 to 1000 people)
